序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
2935,000758,中色股份,4.59,-0.22,-0.01,123549.0,56550202.02,1.3,4.61,4.55,4.61,4.6,0.64,0.63,20.38,1.62,9147141861.0,9039153068.0,-0.22,-0.22,-4.38,-7.09
2936,300340,科恒股份,8.98,-0.22,-0.02,41021.0,36919224.5,3.44,9.17,8.86,9.0,9.0,0.73,1.95,-16.51,16.49,2477522418.0,1889971767.0,-0.22,-0.22,-7.42,-5.77
2937,300352,北信源,4.51,-0.22,-0.01,166158.0,74732110.0,1.99,4.55,4.46,4.5,4.52,0.64,1.36,-103.27,4.37,6538706632.0,5510964653.0,0.0,-0.22,-11.57,-14.58
2938,300763,锦浪科技,49.39,-0.22,-0.11,63315.0,312595288.69,2.42,50.15,48.95,49.5,49.5,0.67,1.97,22.12,2.36,19723076379.0,15879334696.0,0.04,0.02,-11.11,-19.13
2939,002593,日上集团,4.48,-0.22,-0.01,173873.0,77590534.0,2.0,4.51,4.42,4.46,4.49,0.65,3.05,69.29,1.5,3601283970.0,2555579304.0,-0.44,-0.22,-12.84,-11.64
2940,688469,芯联集成-U,4.61,-0.22,-0.01,276571.0,127395843.0,1.52,4.64,4.57,4.61,4.62,0.48,0.63,-33.66,2.64,32588482772.0,20265375600.0,0.0,-0.22,1.99,-10.14
2941,002382,蓝帆医疗,4.57,-0.22,-0.01,41258.0,18834653.67,1.53,4.6,4.53,4.57,4.58,0.63,0.41,-15.7,0.53,4602580161.0,4568616492.0,0.0,-0.22,-5.19,-10.92
2942,002275,桂林三金,13.6,-0.22,-0.03,15022.0,20391521.0,1.47,13.7,13.5,13.57,13.63,0.7,0.27,15.61,2.79,7990932960.0,7602961898.0,0.0,0.07,1.95,-9.87
2943,000599,青岛双星,4.45,-0.22,-0.01,142322.0,62921043.05,2.02,4.47,4.38,4.46,4.46,0.43,1.74,-10.21,2.28,3634577492.0,3634515748.0,0.0,-0.22,2.06,0.23
2944,002205,国统股份,8.98,-0.22,-0.02,26341.0,23583989.98,2.11,9.04,8.85,9.0,9.0,0.61,1.42,-40.66,2.78,1668872187.0,1668872187.0,0.0,-0.33,8.59,0.79
2945,600405,动力源,4.6,-0.22,-0.01,83849.0,38416791.0,2.39,4.64,4.53,4.6,4.61,0.5,1.52,-13.47,4.54,2819016105.0,2545067061.0,0.0,-0.22,-13.21,-18.73
2946,301020,密封科技,18.09,-0.22,-0.04,11342.0,20518903.0,1.93,18.25,17.9,18.13,18.13,0.66,0.77,32.34,2.83,2648376000.0,2648376000.0,-0.11,-0.28,-0.5,-3.52
2947,002360,同德化工,4.63,-0.22,-0.01,35660.0,16472247.0,2.37,4.68,4.57,4.63,4.64,0.65,1.09,35.49,0.87,1860214768.0,1519858931.0,-0.22,-0.22,-14.42,-5.89
2948,688157,松井股份,39.81,-0.23,-0.09,2449.0,9685443.0,2.71,40.11,39.03,40.0,39.9,0.31,0.22,49.9,3.36,4448229508.0,4448229508.0,0.0,-0.38,15.29,1.27
2949,600572,康恩贝,4.37,-0.23,-0.01,155368.0,68023023.0,1.6,4.42,4.35,4.39,4.38,0.88,0.6,16.34,1.68,11293880479.0,11264418582.0,0.0,0.0,-0.23,-6.22
2950,688697,纽威数控,17.52,-0.23,-0.04,14101.0,24579086.0,2.45,17.66,17.23,17.66,17.56,0.69,0.43,17.69,3.3,5723200584.0,5723200584.0,-0.06,-0.17,7.75,5.29
2951,300820,英杰电气,43.81,-0.23,-0.1,9524.0,41752590.0,1.8,44.2,43.41,43.58,43.91,0.38,0.86,24.03,4.09,9709127864.0,4864249096.0,-0.11,-0.27,-15.59,-20.71
2952,000591,太阳能,4.32,-0.23,-0.01,149498.0,64512509.0,0.92,4.34,4.3,4.33,4.33,0.67,0.41,9.83,0.72,16924886664.0,15565905069.0,-0.23,-0.23,-1.82,-8.09
2953,300617,安靠智电,25.92,-0.23,-0.06,9305.0,24177030.0,1.73,26.23,25.78,25.88,25.98,0.61,0.66,23.92,1.53,4337975244.0,3644135205.0,0.0,-0.19,-9.84,-10.03
2954,301382,蜂助手,34.41,-0.23,-0.08,72846.0,251011793.5,3.54,35.1,33.88,34.7,34.49,0.8,5.33,62.05,4.42,7583464711.0,4699704896.0,-0.03,-0.17,35.31,29.75
2955,600333,长春燃气,4.39,-0.23,-0.01,45029.0,19745802.0,1.59,4.42,4.35,4.4,4.4,0.68,0.74,-24.47,1.42,2673644703.0,2673644703.0,-0.23,-0.23,-6.79,-21.18
2956,600295,鄂尔多斯,8.69,-0.23,-0.02,48637.0,42273369.0,1.03,8.75,8.66,8.71,8.71,0.59,0.25,13.17,1.16,24321365647.0,17167757647.0,-0.11,-0.23,-6.66,-10.96
2957,601298,青岛港,8.86,-0.23,-0.02,109040.0,96742677.0,1.46,8.96,8.83,8.87,8.88,0.44,0.2,10.99,1.35,57511146000.0,47773784500.0,0.0,0.11,1.03,-2.74
2958,002123,梦网科技,13.16,-0.23,-0.03,294161.0,387413624.0,3.18,13.46,13.04,13.19,13.19,0.86,4.09,260.7,6.39,10580139130.0,9456919023.0,0.08,0.0,21.74,21.74
2959,601700,风范股份,4.3,-0.23,-0.01,39352.0,16937660.0,1.39,4.34,4.28,4.3,4.31,0.51,0.34,43.15,1.83,4911660810.0,4911660810.0,-0.23,-0.23,1.9,-4.44
2960,603937,丽岛新材,8.33,-0.24,-0.02,18230.0,15131679.0,2.75,8.42,8.19,8.34,8.35,0.88,0.87,-50.84,1.12,1739977464.0,1739977464.0,0.0,-0.24,-3.7,-8.06
2961,300257,开山股份,8.21,-0.24,-0.02,95524.0,77817866.0,2.55,8.26,8.05,8.23,8.23,1.27,1.0,27.78,1.29,8157743498.0,7836910638.0,-0.12,0.12,-15.27,-9.98
2962,000723,美锦能源,4.11,-0.24,-0.01,267734.0,109624279.88,1.7,4.13,4.06,4.11,4.12,0.68,0.61,-20.86,1.25,18213187707.0,18068527543.0,-0.24,0.0,-4.86,-8.87
2963,300750,宁德时代,225.46,-0.24,-0.54,115128.0,2588857714.93,1.26,226.5,223.66,225.21,226.0,0.5,0.3,17.78,4.11,992789416634.0,879870350838.0,-0.24,-0.37,-9.69,-14.85
2964,601065,江盐集团,8.41,-0.24,-0.02,27799.0,23342842.0,0.83,8.44,8.37,8.41,8.43,0.74,0.67,11.36,1.27,5405746824.0,3500713624.0,0.0,0.0,-1.75,-4.1
2965,603105,芯能科技,8.28,-0.24,-0.02,36112.0,29799472.0,1.45,8.32,8.2,8.3,8.3,0.6,0.72,16.69,2.03,4140053331.0,4140053331.0,0.0,0.0,2.1,-8.1
2966,002940,昂利康,12.68,-0.24,-0.03,13684.0,17392987.62,3.3,12.97,12.55,12.65,12.71,0.57,0.74,38.42,1.7,2557913398.0,2349292922.0,0.0,-0.08,-5.37,-3.79
2967,831370,新安洁,4.2,-0.24,-0.01,45247.0,18980766.73,2.14,4.23,4.14,4.21,4.21,0.67,1.69,-18.94,1.97,1286376000.0,1123748090.0,-0.24,-0.24,18.98,23.17
2968,300422,博世科,4.11,-0.24,-0.01,75822.0,31323416.27,1.7,4.17,4.1,4.12,4.12,0.63,1.47,-28.75,1.03,2194248399.0,2123587820.0,0.0,-0.24,-7.22,-5.52
2969,603025,大豪科技,12.6,-0.24,-0.03,27085.0,34082700.0,1.35,12.68,12.51,12.65,12.63,0.55,0.24,23.92,5.86,13975602140.0,13975602140.0,-0.08,0.0,-16.67,-17.38
2970,301303,真兰仪表,12.6,-0.24,-0.03,7891.0,9898703.4,1.58,12.66,12.46,12.6,12.63,0.52,0.77,16.61,1.6,5150880000.0,1287720000.0,0.16,0.08,-13.04,-17.75
2971,603093,南华期货,12.32,-0.24,-0.03,123209.0,153187223.0,6.64,12.92,12.1,12.3,12.35,1.21,2.02,16.41,1.83,7516011802.0,7516011802.0,0.24,0.16,3.01,3.53
2972,603195,公牛集团,71.28,-0.24,-0.17,8526.0,60549874.0,1.04,71.45,70.71,71.17,71.45,0.48,0.07,21.17,6.2,92105085679.0,91698985485.0,-0.14,-0.06,2.95,1.48
2973,603976,正川股份,16.72,-0.24,-0.04,5914.0,9855348.0,2.27,16.84,16.46,16.76,16.76,0.64,0.39,47.48,2.11,2528098794.0,2528098794.0,-0.06,0.0,5.09,3.21
2974,601666,平煤股份,8.47,-0.24,-0.02,77340.0,65528226.0,0.71,8.51,8.45,8.5,8.49,0.57,0.31,8.92,0.88,20964528894.0,20915421528.0,0.0,-0.12,-5.78,-15.47
2975,600887,伊利股份,29.61,-0.24,-0.07,270781.0,797138358.0,1.62,29.73,29.25,29.73,29.68,0.64,0.43,13.01,3.35,188494319875.0,187563649564.0,0.2,0.07,4.04,-1.89
2976,000955,欣龙控股,4.02,-0.25,-0.01,105840.0,42581621.0,3.72,4.1,3.95,4.0,4.03,0.92,1.97,-130.28,3.34,2164347900.0,2162940197.0,0.25,0.0,-3.13,-2.9
2977,002287,奇正藏药,24.09,-0.25,-0.06,21202.0,51192742.08,3.15,24.66,23.9,24.0,24.15,0.4,0.4,22.23,3.25,12793861114.0,12766677765.0,0.04,-0.08,18.61,13.74
2978,002292,奥飞娱乐,8.1,-0.25,-0.02,285858.0,230426010.0,1.85,8.13,7.98,8.06,8.12,0.49,2.81,126.09,3.54,11977467546.0,8244737053.0,-0.12,-0.12,-14.74,-6.36
2979,688321,微芯生物,16.12,-0.25,-0.04,21314.0,34370404.0,2.1,16.34,16.0,16.11,16.16,0.52,0.52,-57.38,4.16,6573679209.0,6573679209.0,-0.25,-0.25,-8.1,-13.24
2980,300213,佳讯飞鸿,7.84,-0.25,-0.02,250996.0,196443240.0,3.18,7.96,7.71,7.92,7.86,0.86,4.55,94.99,2.09,4654753542.0,4321120052.0,-0.13,-0.25,4.39,1.95
2981,300491,通合科技,15.83,-0.25,-0.04,47992.0,75709135.8,2.14,15.95,15.61,15.8,15.87,0.83,3.09,99.27,2.45,2766104107.0,2455313606.0,0.06,0.0,-0.38,-0.57
2982,301026,浩通科技,28.19,-0.25,-0.07,10457.0,29339735.0,2.05,28.38,27.8,27.99,28.26,0.66,1.32,24.21,2.15,3194866685.0,2238210930.0,-0.11,-0.07,4.83,2.88
2983,301293,三博脑科,44.57,-0.25,-0.11,79289.0,353901108.0,4.97,45.82,43.6,44.01,44.68,1.26,4.93,87.41,3.99,9180840011.0,7173349492.0,-0.04,-0.18,0.07,2.98
2984,002405,四维图新,7.99,-0.25,-0.02,167042.0,133053806.97,1.75,8.05,7.91,8.02,8.01,0.6,0.71,-29.21,2.01,18950820339.0,18820626413.0,0.0,-0.13,-9.62,-17.12
2985,603759,海天股份,7.97,-0.25,-0.02,34589.0,27483758.0,1.88,8.03,7.88,8.0,7.99,0.75,0.75,12.07,1.34,3680227200.0,3680227200.0,-0.13,0.0,14.18,-10.75
2986,603000,人民网,19.78,-0.25,-0.05,58471.0,115376984.0,1.16,19.88,19.65,19.79,19.83,0.59,0.53,292.08,6.09,21870569088.0,21870569088.0,0.05,0.0,-8.34,-10.25
2987,603391,力聚热能,40.65,-0.25,-0.1,8150.0,32984286.0,1.28,40.83,40.31,40.64,40.75,0.55,3.58,12.71,1.74,3699150000.0,924787500.0,-0.17,0.05,4.61,-3.42
2988,300096,ST易联众,4.03,-0.25,-0.01,56231.0,22841662.0,1.73,4.1,4.03,4.06,4.04,0.64,1.31,-19.11,6.05,1732900000.0,1727744385.0,-0.25,-0.25,29.58,27.13
2989,002004,华邦健康,3.93,-0.25,-0.01,112394.0,44193099.56,1.52,3.97,3.91,3.95,3.94,0.64,0.6,12.91,0.77,7781082421.0,7397159986.0,0.26,0.26,-8.39,-13.05
2990,002424,ST百灵,4.0,-0.25,-0.01,126812.0,50416012.0,1.5,4.01,3.95,3.99,4.01,0.77,1.05,47.53,1.61,5590393600.0,4852858048.0,-0.25,0.0,9.89,3.9
2991,301587,中瑞股份,20.23,-0.25,-0.05,8584.0,17271061.0,2.22,20.38,19.93,20.19,20.28,0.66,1.17,41.33,1.49,2980446249.0,1485954999.0,0.05,-0.05,-12.99,-13.91
2992,301567,贝隆精密,35.51,-0.25,-0.09,6248.0,22128921.0,2.67,35.95,35.0,35.36,35.6,0.93,2.94,73.7,3.5,2556720000.0,754227074.0,0.17,0.17,-13.83,-20.88
2993,603920,世运电路,23.97,-0.25,-0.06,183560.0,438889022.0,3.2,24.34,23.57,24.24,24.03,0.82,2.55,24.0,2.59,17267289922.0,17267289922.0,-0.04,0.04,-27.54,-18.47
2994,600676,交运股份,3.97,-0.25,-0.01,62643.0,24751996.0,2.01,3.99,3.91,3.97,3.98,0.51,0.61,-10.44,0.79,4083116988.0,4083116988.0,0.0,0.0,-8.74,-11.97
2995,000513,丽珠集团,34.35,-0.26,-0.09,23765.0,81763479.76,1.22,34.69,34.27,34.45,34.44,0.74,0.41,15.19,2.26,31304725826.0,20071840371.0,0.06,0.03,-4.13,-9.61
2996,600519,贵州茅台,1565.94,-0.26,-4.06,20298.0,3179974340.0,1.21,1575.0,1556.0,1566.0,1570.0,0.78,0.16,22.81,8.44,1967130382932.0,1967130382932.0,-0.41,-0.5,6.43,2.75
2997,601818,光大银行,3.81,-0.26,-0.01,1054461.0,401434847.0,1.31,3.83,3.78,3.8,3.82,0.66,0.23,5.4,0.47,225115949542.0,176809967287.0,-0.52,-0.26,6.13,1.06
2998,600605,汇通能源,34.29,-0.26,-0.09,20090.0,68470144.0,2.36,34.53,33.72,34.37,34.38,0.54,0.97,74.38,5.22,7073424490.0,7073424490.0,0.06,0.0,-1.44,-0.75
2999,600377,宁沪高速,15.55,-0.26,-0.04,41082.0,63983775.0,1.48,15.65,15.42,15.64,15.59,0.46,0.11,15.84,2.03,78336973625.0,59123945666.0,-0.26,-0.38,2.5,1.57
3000,300107,建新股份,7.57,-0.26,-0.02,52987.0,39960675.0,2.11,7.62,7.46,7.58,7.59,0.68,1.53,219.91,2.83,4258747769.0,2628176794.0,-0.13,-0.13,-14.66,-19.81
3001,300730,科创信息,11.42,-0.26,-0.03,49421.0,56376715.0,3.14,11.56,11.2,11.39,11.45,0.79,2.51,-32.73,8.86,2753806775.0,2246064496.0,0.0,-0.17,0.26,-6.16
3002,002691,冀凯股份,7.66,-0.26,-0.02,46564.0,35686254.0,2.34,7.75,7.57,7.72,7.68,0.71,1.39,-39.72,2.97,2604400000.0,2573609136.0,-0.13,-0.78,35.1,51.38
3003,600761,安徽合力,15.55,-0.26,-0.04,87255.0,135562277.0,1.28,15.64,15.44,15.62,15.59,0.45,0.98,10.5,1.35,13850272434.0,13850272434.0,0.0,0.0,-8.85,-11.9
3004,300594,朗进科技,15.39,-0.26,-0.04,19968.0,30512096.0,3.24,15.55,15.05,15.43,15.43,1.12,2.19,-24.5,1.63,1413932396.0,1400461144.0,0.0,-0.45,-10.16,-10.21
3005,002534,西子洁能,11.38,-0.26,-0.03,40801.0,46421762.71,1.49,11.46,11.29,11.42,11.41,0.6,0.56,19.13,2.06,8412170471.0,8316714405.0,-0.09,-0.09,-8.67,2.43
3006,000055,方大集团,3.89,-0.26,-0.01,30575.0,11875636.0,1.28,3.91,3.86,3.9,3.9,0.58,0.45,20.93,0.69,4177370743.0,2629073729.0,0.0,0.26,-3.95,-1.27
3007,000156,华数传媒,7.56,-0.26,-0.02,100693.0,75999925.0,1.85,7.61,7.47,7.58,7.58,0.74,0.59,26.23,0.94,14008169262.0,12851061630.0,-0.13,-0.26,10.2,5.0
3008,002535,林州重机,3.77,-0.26,-0.01,248400.0,93183417.56,2.38,3.8,3.71,3.8,3.78,0.69,3.33,31.7,4.74,3022345189.0,2813696088.0,-0.26,-0.26,-1.31,-1.57
3009,002539,云图控股,7.53,-0.26,-0.02,57936.0,43641531.12,1.19,7.58,7.49,7.55,7.55,0.6,0.66,11.3,1.05,9094159928.0,6650044652.0,-0.13,0.0,1.48,-2.46
3010,600223,福瑞达,7.76,-0.26,-0.02,174083.0,133586504.0,3.08,7.81,7.57,7.76,7.78,0.78,1.71,32.39,1.92,7888573694.0,7888573694.0,0.0,0.13,11.98,2.65
3011,002805,丰元股份,11.31,-0.26,-0.03,27481.0,31050494.8,1.59,11.39,11.21,11.34,11.34,0.4,0.99,-18.36,1.64,3167506965.0,3153401247.0,0.09,0.0,-0.62,-4.96
3012,603768,常青股份,11.13,-0.27,-0.03,15669.0,17451491.0,2.51,11.29,11.01,11.23,11.16,0.62,0.66,28.13,1.08,2648448688.0,2648448688.0,-0.27,-0.27,-5.76,-7.4
3013,688370,丛麟科技,18.34,-0.27,-0.05,4058.0,7390153.0,1.9,18.43,18.08,18.36,18.39,1.19,0.93,27.01,0.94,2514558501.0,802358787.0,-0.49,0.05,-4.03,-6.57
3014,000786,北新建材,30.0,-0.27,-0.08,62318.0,186219524.53,1.56,30.15,29.68,29.88,30.08,0.52,0.38,13.9,1.97,50685235260.0,48973438050.0,-0.07,-0.1,-1.28,-1.02
3015,301189,奥尼电子,21.96,-0.27,-0.06,7413.0,16229408.0,2.63,22.22,21.64,22.14,22.02,0.74,1.81,-55.67,1.14,2556066371.0,897897691.0,-0.23,-0.36,-5.1,-8.69
3016,001326,联域股份,29.23,-0.27,-0.08,3502.0,10210989.0,1.5,29.4,28.96,29.29,29.31,0.5,1.69,17.06,1.76,2139636000.0,605777866.0,-0.31,-0.07,-9.5,-13.47
3017,000607,华媒控股,3.74,-0.27,-0.01,51779.0,19344322.64,2.13,3.78,3.7,3.75,3.75,0.52,0.59,-457.62,2.37,3806192053.0,3309952921.0,0.27,0.0,-1.58,0.81
3018,600121,郑州煤电,3.76,-0.27,-0.01,128381.0,48091744.0,1.59,3.78,3.72,3.78,3.77,0.52,1.05,16.21,2.44,4581229263.0,4581229263.0,0.0,-0.27,-2.59,-13.16
3019,688686,奥普特,77.79,-0.27,-0.21,7297.0,57229506.0,3.26,79.96,77.42,78.2,78.0,0.69,0.6,68.39,3.26,9508696044.0,9508696044.0,-0.13,-0.12,-2.59,2.88
3020,603982,泉峰汽车,7.26,-0.27,-0.02,32334.0,23396996.0,2.75,7.34,7.14,7.28,7.28,0.71,1.19,-3.9,1.06,1977299761.0,1977299761.0,-0.14,0.0,-7.52,-8.79
3021,300049,福瑞股份,30.06,-0.27,-0.08,19390.0,58242940.08,1.92,30.33,29.75,30.0,30.14,0.48,0.83,58.87,4.98,8006664366.0,7019050341.0,-0.27,-0.36,-7.34,-4.69
3022,000801,四川九洲,14.62,-0.27,-0.04,134099.0,195413255.0,1.57,14.7,14.47,14.53,14.66,0.5,1.31,76.91,4.9,14953433165.0,14953433165.0,0.07,0.07,4.35,2.17
3023,002182,宝武镁业,11.08,-0.27,-0.03,83585.0,92744977.0,1.08,11.17,11.05,11.17,11.11,0.63,0.97,53.6,2.06,10989050407.0,9589878057.0,-0.09,-0.09,-6.02,-1.77
3024,000999,华润三九,44.64,-0.27,-0.12,50132.0,224289930.2,1.27,45.13,44.56,44.63,44.76,0.56,0.39,17.02,2.88,57331093298.0,56945110949.0,-0.2,-0.22,2.69,0.68
3025,002160,常铝股份,3.62,-0.28,-0.01,115962.0,41730666.18,2.48,3.64,3.55,3.61,3.63,0.74,1.46,57.53,1.02,3738667825.0,2872579679.0,0.28,-0.28,-3.98,-2.69
3026,600123,兰花科创,7.24,-0.28,-0.02,38504.0,27878308.0,0.83,7.28,7.22,7.26,7.26,0.58,0.26,11.32,0.66,10666257752.0,10666257752.0,-0.14,-0.14,-8.35,-15.42
3027,300733,西菱动力,14.07,-0.28,-0.04,54292.0,76711133.8,4.04,14.44,13.87,14.0,14.11,0.7,2.41,84.77,2.65,4300865260.0,3173035207.0,0.0,-0.07,7.82,20.57
3028,000615,ST美谷,3.55,-0.28,-0.01,73021.0,25884109.0,1.97,3.58,3.51,3.51,3.56,0.42,0.96,-24.56,21.87,2708578002.0,2706876019.0,-0.28,-0.28,-5.59,-8.27
3029,300882,万胜智能,14.41,-0.28,-0.04,14213.0,20397786.6,2.28,14.53,14.2,14.34,14.45,0.45,0.53,28.67,3.59,4124159119.0,3837772473.0,0.14,0.28,-2.57,-10.39
3030,002620,瑞和股份,3.61,-0.28,-0.01,112635.0,40401351.93,3.59,3.65,3.52,3.61,3.62,0.79,3.57,-9.43,11.08,1362753340.0,1137473748.0,-0.28,-0.55,14.24,-19.6
3031,000627,天茂集团,3.52,-0.28,-0.01,378750.0,133223036.0,1.98,3.55,3.48,3.51,3.53,0.62,0.83,-39.16,0.8,17391014661.0,16024814661.0,-0.28,0.0,-6.38,-24.63
3032,003038,鑫铂股份,17.73,-0.28,-0.05,28645.0,50702329.26,3.94,18.1,17.4,17.79,17.78,0.78,1.73,25.66,1.46,4320725913.0,2934277980.0,0.11,-0.28,8.18,8.24
3033,600110,诺德股份,3.5,-0.28,-0.01,154320.0,53699181.0,2.28,3.53,3.45,3.5,3.51,0.82,0.89,-20.94,1.05,6073133262.0,6073133262.0,0.0,0.0,-8.38,-12.5
3034,001222,源飞宠物,14.01,-0.28,-0.04,30908.0,43433779.0,3.84,14.35,13.81,14.1,14.05,0.92,3.94,16.75,2.1,2674368900.0,1100418602.0,0.07,-0.21,-18.26,-11.5
3035,301255,通力科技,36.16,-0.28,-0.1,12636.0,45746498.0,3.39,36.83,35.6,36.3,36.26,0.55,4.65,67.62,3.82,3934208000.0,983552000.0,0.14,0.0,7.62,9.91
3036,603081,大丰实业,10.62,-0.28,-0.03,77456.0,82119178.0,3.47,10.82,10.45,10.57,10.65,0.5,1.79,66.09,1.49,4635900470.0,4602632258.0,-0.19,-0.09,-3.63,-6.02
3037,688739,成大生物,24.58,-0.28,-0.07,12699.0,31243662.0,1.34,24.8,24.47,24.7,24.65,0.63,0.69,30.69,1.07,10236341000.0,4522021608.0,-0.08,-0.12,0.08,-4.65
3038,002465,海格通信,10.5,-0.28,-0.03,179856.0,189565691.3,2.37,10.67,10.42,10.49,10.53,0.73,0.74,490.43,2.07,26059256454.0,25533180341.0,-0.57,-0.57,4.9,-4.37
3039,600579,中化装备,6.77,-0.29,-0.02,73612.0,49655597.0,2.21,6.83,6.68,6.75,6.79,0.59,1.49,-2.33,-5.87,3349202670.0,3349202670.0,0.15,-0.29,-20.91,-44.51
3040,688671,碧兴物联,17.18,-0.29,-0.05,6523.0,11237575.0,4.24,17.62,16.89,17.32,17.23,1.29,1.42,-35.0,1.23,1348954702.0,787971386.0,1.0,-1.77,-1.32,1.72
3041,301050,雷电微力,48.46,-0.29,-0.14,30321.0,146653175.0,2.06,48.9,47.9,48.33,48.6,0.55,1.45,23.8,4.08,11862609077.0,10126943086.0,-0.08,-0.23,-2.49,-6.05
3042,603269,海鸥股份,10.39,-0.29,-0.03,30368.0,31527426.0,2.5,10.52,10.26,10.45,10.42,0.47,1.38,41.97,2.23,2291379191.0,2291379191.0,0.0,-0.1,-11.65,-3.17
3043,600196,复星医药,23.88,-0.29,-0.07,58104.0,138659141.0,1.09,24.02,23.76,23.87,23.95,0.5,0.27,23.03,1.35,63791275984.0,50589513141.0,-0.13,-0.17,-0.17,-3.9
3044,300521,爱司凯,20.75,-0.29,-0.06,23981.0,49665576.0,2.59,20.99,20.45,20.81,20.81,0.69,1.67,-233.3,6.2,2988000000.0,2987980391.0,0.05,0.0,6.25,1.47
3045,002932,明德生物,17.11,-0.29,-0.05,8773.0,14998972.83,2.04,17.32,16.97,17.19,17.16,0.76,0.56,36.87,0.68,3978433574.0,2670617105.0,-0.23,-0.23,-3.66,-7.01
3046,002390,信邦制药,3.39,-0.29,-0.01,119016.0,40429183.0,2.94,3.46,3.36,3.41,3.4,0.65,0.64,65.0,0.98,6589657833.0,6279314208.0,-0.29,0.0,-11.95,-25.49
3047,000576,甘化科工,6.84,-0.29,-0.02,45768.0,31223862.0,2.19,6.9,6.75,6.88,6.86,0.73,1.05,145.51,1.85,2985100584.0,2967550341.0,0.0,-0.29,-3.53,-5.79
3048,300388,节能国祯,6.77,-0.29,-0.02,34067.0,23060942.2,1.77,6.83,6.71,6.79,6.79,0.91,0.5,12.57,1.03,4610655904.0,4604370074.0,0.0,-0.59,-4.92,-10.33
3049,603808,歌力思,6.78,-0.29,-0.02,77438.0,52572464.0,5.88,7.04,6.64,6.8,6.8,1.92,2.1,87.19,0.88,2502449713.0,2502449713.0,-0.29,-0.29,-15.36,-3.0
3050,001230,劲旅环境,17.3,-0.29,-0.05,16330.0,28141852.0,2.54,17.49,17.05,17.48,17.35,0.8,3.02,15.17,1.27,2309482478.0,935544452.0,0.0,-0.12,5.3,4.34
3051,300861,美畅股份,16.94,-0.29,-0.05,18758.0,31668036.04,1.77,17.05,16.75,16.99,16.99,0.56,0.62,21.65,1.24,8131403280.0,5106699113.0,-0.06,0.0,-10.42,-15.09
3052,300831,派瑞股份,13.73,-0.29,-0.04,41183.0,56582147.0,1.74,13.87,13.63,13.7,13.77,0.46,2.23,77.39,4.81,4393600000.0,2532968615.0,-0.07,-0.22,-7.1,-14.72
3053,002623,亚玛顿,13.58,-0.29,-0.04,9002.0,12217128.0,1.91,13.73,13.47,13.57,13.62,0.54,0.45,-76.13,0.87,2703268750.0,2697478578.0,0.0,-0.22,-9.77,-11.99
3054,603717,天域生物,6.88,-0.29,-0.02,68971.0,47127455.0,2.03,6.91,6.77,6.87,6.9,0.5,2.38,-18.59,3.85,1996206131.0,1996206131.0,0.0,0.0,-11.34,-14.53
3055,603026,石大胜华,34.19,-0.29,-0.1,14959.0,51137630.0,2.86,34.69,33.71,34.28,34.29,0.78,0.74,422.04,1.78,6929629200.0,6929629200.0,0.03,0.06,2.0,-2.31
3056,600350,山东高速,10.36,-0.29,-0.03,66266.0,68730043.0,1.25,10.44,10.31,10.36,10.39,0.6,0.14,15.73,1.69,50281432288.0,50281432288.0,-0.1,0.0,5.82,0.78
3057,000089,深圳机场,6.67,-0.3,-0.02,61976.0,41324493.0,1.05,6.71,6.64,6.69,6.69,0.58,0.3,30.87,1.21,13678632625.0,13678451828.0,0.0,0.15,-2.91,-3.19
3058,603881,数据港,29.94,-0.3,-0.09,277794.0,840515616.0,4.43,31.19,29.86,30.03,30.03,0.9,4.64,135.59,5.56,17923506120.0,17923506120.0,0.0,0.07,56.26,32.19
3059,300183,东软载波,16.45,-0.3,-0.05,79855.0,131294437.92,1.82,16.58,16.28,16.41,16.5,0.54,1.96,113.87,2.41,7609920304.0,6687535492.0,0.0,-0.06,4.38,-14.99
3060,002603,以岭药业,13.19,-0.3,-0.04,66611.0,87728477.2,1.59,13.31,13.1,13.25,13.23,0.79,0.48,29.79,1.92,22036603909.0,18153522134.0,-0.08,0.08,-16.15,-17.61
3061,603725,天安新材,6.66,-0.3,-0.02,50535.0,34095792.0,3.44,6.89,6.66,6.68,6.68,1.0,1.76,33.45,2.62,2030352149.0,1909140149.0,-0.89,-1.04,3.1,3.74
3062,600332,白云山,26.21,-0.3,-0.08,21866.0,57314164.0,0.72,26.33,26.14,26.27,26.29,0.44,0.16,15.03,1.19,42611980773.0,36848401773.0,-0.19,-0.19,-3.28,-7.78
3063,301059,金三江,10.02,-0.3,-0.03,32378.0,32360448.26,2.59,10.14,9.88,10.05,10.05,0.61,1.57,43.39,3.93,2316163080.0,2071505001.0,-0.3,-0.4,-4.39,-18.54
3064,003039,顺控发展,13.39,-0.3,-0.04,35521.0,47217282.0,1.94,13.44,13.18,13.36,13.43,0.57,0.58,30.31,3.1,8268575795.0,8268575795.0,-0.07,0.15,8.77,2.37
3065,600650,锦江在线,13.13,-0.3,-0.04,76912.0,102652236.0,4.94,13.68,13.03,13.2,13.17,1.58,1.97,36.83,1.71,7242640705.0,5128053785.0,-0.15,-0.15,-10.13,-6.08
