序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
138,430418,苏轴股份,38.97,5.67,2.09,86509.0,331945763.08,8.16,39.5,36.49,37.04,36.88,1.54,6.65,35.03,6.45,5276849760.0,5065980128.0,-0.15,0.23,52.52,70.47
139,003002,壶化股份,25.02,5.66,1.34,43589.0,107440035.0,9.08,25.4,23.25,23.68,23.68,2.68,2.38,35.19,3.63,5004000000.0,4575519990.0,-0.04,-0.24,8.36,10.9
140,002850,科达利,119.5,5.64,6.38,45263.0,541066905.35,6.46,122.36,115.05,115.21,113.12,1.56,2.3,22.21,2.86,32679762034.0,23517811754.0,1.02,1.13,29.72,22.34
141,836149,旭杰科技,13.88,5.63,0.74,42258.0,57123819.24,6.77,13.95,13.06,13.15,13.14,1.68,9.45,-34.51,6.76,1041216528.0,620380438.0,1.31,0.73,16.54,20.59
142,603938,三孚股份,14.27,5.63,0.76,262156.0,366904680.0,9.33,14.67,13.41,13.45,13.51,2.42,6.85,85.61,2.25,5460051572.0,5460051572.0,0.07,-0.14,37.08,32.01
143,836239,长虹能源,44.68,5.58,2.36,56915.0,250247859.3,6.57,44.88,42.1,42.8,42.32,1.27,11.45,29.47,6.42,5810768174.0,2221046553.0,0.02,0.04,36.55,56.39
144,688068,热景生物,121.5,5.55,6.39,25132.0,294675341.0,8.03,121.5,112.26,114.88,115.11,1.08,2.72,-62.69,3.65,11235675078.0,11235675078.0,0.84,0.83,80.0,96.47
145,002258,利尔化学,10.29,5.43,0.53,541398.0,545060833.96,5.94,10.29,9.71,9.71,9.76,1.64,6.77,38.25,1.07,8236499076.0,8223257050.0,0.19,0.49,26.41,24.43
146,002204,大连重工,6.02,5.43,0.31,2410212.0,1442208882.88,11.03,6.27,5.64,5.7,5.71,2.42,12.48,23.35,1.59,11626847593.0,11626847593.0,0.0,0.0,22.61,20.88
147,833230,欧康医药,23.77,5.41,1.22,91081.0,230215874.73,15.79,27.05,23.49,24.2,22.55,1.85,25.35,81.84,4.54,1836643816.0,854056361.0,-0.04,-0.67,63.48,70.03
148,605336,帅丰电器,19.52,5.4,1.0,46159.0,88170935.0,7.72,19.67,18.24,18.52,18.52,1.71,2.52,59.37,1.86,3580211024.0,3580211024.0,0.0,-0.15,53.1,52.02
149,002381,双箭股份,6.71,5.34,0.34,288070.0,197068204.81,10.52,7.01,6.34,6.34,6.37,7.44,8.95,17.98,1.28,2761684059.0,2160794031.0,0.0,0.0,4.19,0.75
150,301616,浙江华业,43.63,5.31,2.2,77860.0,331972637.87,12.55,45.2,40.0,41.51,41.43,1.66,38.93,37.56,2.73,3490400000.0,872600000.0,-0.57,-0.82,109.06,109.06
151,300610,晨化股份,10.52,5.31,0.53,180391.0,187447943.84,5.91,10.64,10.05,10.05,9.99,2.02,11.19,20.93,1.91,2261883950.0,1696219257.0,0.0,0.19,8.9,5.2
152,002724,海洋王,5.96,5.3,0.3,524569.0,312865456.29,7.42,6.18,5.76,5.79,5.66,2.42,9.17,65.98,1.62,4598128044.0,3407723071.0,-0.33,-0.33,19.2,12.03
153,601777,千里科技,8.58,5.28,0.43,571628.0,480227310.0,7.36,8.65,8.05,8.05,8.15,1.38,1.26,969.36,3.69,38791038609.0,38791038609.0,0.12,0.0,37.5,12.16
154,600152,维科技术,5.78,5.28,0.29,210752.0,119750170.0,7.83,5.88,5.45,5.45,5.49,2.83,3.98,-106.55,1.74,3058078788.0,3058078788.0,0.17,0.0,1.23,-3.83
155,002383,合众思壮,7.79,5.27,0.39,456762.0,362216850.01,7.03,8.14,7.62,7.62,7.4,2.01,6.17,536.66,3.44,5767406776.0,5767406776.0,-0.13,-0.13,-0.38,-1.14
156,300841,康华生物,63.12,5.27,3.16,57305.0,356506544.16,7.1,63.63,59.37,59.89,59.96,1.77,4.7,101.31,2.42,8391608265.0,7693972382.0,-0.05,-0.14,21.67,15.77
157,688382,益方生物-U,21.5,5.24,1.07,114440.0,242403697.0,7.68,21.8,20.23,20.23,20.43,1.09,2.85,-50.62,6.85,12434048646.0,8627906226.0,2.97,2.72,66.67,61.65
158,000859,国风新材,6.85,5.22,0.34,2135998.0,1455845625.93,8.29,7.15,6.61,6.71,6.51,2.29,23.84,-88.03,2.2,6137437456.0,6136600044.0,0.0,-0.44,35.91,35.38
159,600320,振华重工,4.28,5.16,0.21,1660060.0,698295110.0,8.11,4.35,4.02,4.05,4.07,2.08,5.0,42.26,1.47,22548552984.0,14218149989.0,0.23,0.0,15.36,9.18
160,600753,庚星股份,6.11,5.16,0.3,157488.0,96258968.0,9.64,6.34,5.78,5.81,5.81,1.11,6.84,-14.65,8.84,1407176839.0,1407176839.0,0.16,-0.33,-10.93,-2.24
161,002208,合肥城建,6.72,5.16,0.33,263396.0,173671971.04,8.61,6.87,6.32,6.36,6.39,2.16,3.28,-95.42,0.83,5398121528.0,5396727054.0,0.15,-0.3,-1.75,-5.49
162,000158,常山北明,21.49,5.14,1.05,1498804.0,3219856861.49,10.27,22.35,20.25,20.45,20.44,2.03,9.44,-90.55,6.17,34354273334.0,34122226227.0,0.0,0.0,7.02,6.7
163,832802,保丽洁,21.6,5.11,1.05,23400.0,49546719.02,4.57,21.6,20.66,20.87,20.55,1.35,13.77,44.4,3.19,1362599280.0,367176629.0,0.23,0.47,38.55,39.0
164,002336,*ST人乐,4.77,5.07,0.23,36835.0,17110899.77,6.17,4.77,4.49,4.5,4.54,1.11,0.84,-3.24,-2.41,2098800000.0,2098800000.0,0.0,0.0,-12.32,-28.05
165,002052,*ST同洲,6.44,5.06,0.31,244377.0,154579488.99,5.71,6.44,6.09,6.09,6.13,1.49,3.28,-252.38,-1253.81,4803980429.0,4803956279.0,0.0,0.0,-2.72,3.54
166,603557,ST起步,2.29,5.05,0.11,99990.0,22629175.0,5.5,2.29,2.17,2.18,2.18,1.65,1.6,-19.15,11.97,1427670474.0,1427670474.0,0.0,0.0,8.02,-8.4
167,603828,ST柯利达,5.64,5.03,0.27,89897.0,50134670.0,4.47,5.64,5.4,5.49,5.37,1.16,1.51,148.84,4.47,3361215291.0,3361099485.0,0.0,0.0,76.25,94.48
168,605277,新亚电子,15.48,5.02,0.74,129097.0,197863804.0,9.36,16.12,14.74,14.86,14.74,2.04,4.11,37.18,3.56,5020121600.0,4860447072.0,-0.19,-0.32,7.35,9.71
169,920099,瑞华技术,37.08,5.01,1.77,69336.0,253233326.08,11.38,38.32,34.3,35.0,35.31,2.71,17.6,18.8,3.5,2907071926.0,1460374776.0,0.08,0.49,25.65,28.57
170,002115,三维通信,7.33,5.01,0.35,1168054.0,841938921.27,9.03,7.48,6.85,6.92,6.98,1.48,15.53,-181.05,2.55,5944566464.0,5513593250.0,0.0,0.14,-3.17,10.23
171,872374,云里物里,32.1,5.0,1.53,34198.0,108260114.59,9.36,32.9,30.04,30.57,30.57,1.56,10.12,87.32,10.31,2616727800.0,1084655180.0,0.16,0.0,9.37,27.48
172,603003,*ST龙宇,5.48,4.98,0.26,49253.0,26901952.0,1.92,5.48,5.38,5.39,5.22,0.94,1.31,-18.82,0.58,2062087470.0,2062087470.0,0.0,0.0,18.87,12.53
173,000701,厦门信达,4.85,4.98,0.23,491972.0,241323234.21,8.66,5.08,4.68,4.68,4.62,2.26,7.37,-4.04,-7.68,3277664464.0,3238374372.0,-0.21,0.0,1.68,6.13
174,002463,沪电股份,27.73,4.96,1.31,740082.0,2003924356.2,5.98,27.88,26.3,26.55,26.42,1.26,3.85,20.61,4.5,53312951508.0,53278376607.0,0.04,0.04,-28.31,-30.06
175,688212,澳华内镜,39.99,4.96,1.89,33624.0,130800726.0,9.5,40.22,36.6,36.6,38.1,1.61,2.5,-46.76,4.09,5385263348.0,5385263348.0,-0.12,-0.15,-3.13,-0.47
176,300587,天铁科技,4.87,4.96,0.23,442831.0,212772520.11,7.33,4.94,4.6,4.66,4.64,1.7,4.78,176.3,2.21,5680094291.0,4507627839.0,0.0,0.0,18.2,10.93
177,000908,*ST景峰,5.1,4.94,0.24,391643.0,192937861.43,7.61,5.1,4.73,4.78,4.86,1.34,4.96,-68.93,-37.64,4486849190.0,4023391974.0,0.0,0.2,12.83,4.29
178,688213,思特威-W,95.6,4.93,4.49,44456.0,418917508.0,5.65,95.75,90.6,91.22,91.11,1.05,1.38,50.16,8.62,38416054283.0,30883032499.0,0.14,0.44,27.25,23.01
179,600094,大名城,3.42,4.91,0.16,477240.0,158394316.0,6.13,3.42,3.22,3.23,3.26,1.39,2.15,26.68,0.65,8279306812.0,7599684087.0,0.59,1.18,8.23,-6.04
180,603773,沃格光电,21.83,4.9,1.02,74848.0,160630704.0,9.37,22.4,20.45,20.71,20.81,1.57,3.67,-74.03,3.68,4878507996.0,4455111850.0,0.05,-0.05,-9.19,-13.72
181,837242,建邦科技,33.52,4.88,1.56,22517.0,74242271.48,4.72,33.52,32.01,32.34,31.96,1.26,6.15,15.59,3.63,2206898140.0,1227476422.0,0.39,0.93,17.61,40.08
182,688618,三旺通信,20.45,4.87,0.95,25318.0,51110814.0,9.74,21.12,19.22,19.5,19.5,2.61,2.3,66.58,2.62,2256961816.0,2250478492.0,0.0,-0.34,-2.53,-2.67
183,300977,深圳瑞捷,16.21,4.85,0.75,44754.0,70602303.46,10.22,16.68,15.1,15.56,15.46,2.64,4.72,-96.14,1.82,2467595245.0,1535600598.0,0.06,-1.04,-5.92,-12.05
184,836208,青矩技术,39.51,4.83,1.82,34278.0,132561099.67,6.87,39.89,37.3,37.99,37.69,1.62,5.67,15.54,3.87,3795793578.0,2388816678.0,0.05,0.53,28.45,26.96
185,688127,蓝特光学,22.16,4.82,1.02,68460.0,149338392.0,6.91,22.44,20.98,21.05,21.14,0.81,1.7,40.88,4.91,8934743584.0,8934743584.0,0.0,0.05,-11.04,-18.23
186,603949,雪龙集团,18.4,4.78,0.84,157825.0,283998503.0,10.48,18.94,17.1,17.51,17.56,1.25,7.51,64.31,3.82,3884914912.0,3867777042.0,0.0,-0.05,50.2,53.46
187,601890,亚星锚链,9.02,4.76,0.41,859577.0,768827181.0,6.74,9.13,8.55,8.55,8.61,1.96,8.96,33.6,2.44,8653788000.0,8653788000.0,0.0,0.22,15.05,15.79
188,000963,华东医药,38.58,4.75,1.75,231681.0,897086332.5,3.5,39.39,38.1,38.53,36.83,2.08,1.32,19.27,2.93,67672292512.0,67589892576.0,-0.18,0.0,16.8,11.5
189,000882,华联股份,2.43,4.74,0.11,2898093.0,687165579.26,11.64,2.52,2.25,2.29,2.32,1.76,10.59,165.04,0.96,6651765231.0,6647299666.0,0.0,0.83,2.1,16.83
190,002200,*ST交投,5.76,4.73,0.26,79482.0,45551131.12,5.45,5.78,5.48,5.48,5.5,4.47,4.32,-12.09,-24.81,1060605446.0,1060605446.0,-0.17,0.17,10.98,-4.64
191,300499,高澜股份,18.59,4.73,0.84,249922.0,464662837.67,7.83,18.99,17.6,17.6,17.75,1.35,9.21,-241.14,4.1,5674570805.0,5045482268.0,0.0,-0.27,-6.3,-7.79
192,300399,天利科技,19.09,4.72,0.86,155951.0,299015318.0,6.25,19.78,18.64,18.8,18.23,2.96,7.89,79.03,7.13,3772184000.0,3771816040.0,-0.1,-0.05,-20.89,-22.27
193,688005,容百科技,21.12,4.71,0.95,143807.0,298777584.0,5.75,21.28,20.12,20.14,20.17,1.26,3.09,51.01,1.79,15095001926.0,9822498175.0,-0.14,-0.14,0.05,-0.24
194,837821,则成电子,34.11,4.7,1.53,30239.0,101906275.84,6.6,34.5,32.35,32.89,32.58,1.01,5.94,88.63,6.44,3371088844.0,1735446738.0,-0.03,-0.15,-6.75,6.29
195,300936,中英科技,37.15,4.68,1.66,37269.0,137926260.0,10.09,38.5,34.92,35.46,35.49,3.0,7.85,74.81,2.76,2793680000.0,1763149216.0,-0.21,-0.21,0.32,-1.72
196,002195,岩山科技,5.17,4.66,0.23,5113135.0,2618054305.57,7.49,5.28,4.91,4.96,4.94,1.84,9.11,520.21,3.0,29373585561.0,29019463392.0,-0.19,0.0,22.8,30.23
197,002700,新疆浩源,9.68,4.65,0.43,106570.0,104033945.18,11.03,10.18,9.16,9.18,9.25,1.96,3.18,36.57,4.83,4003920831.0,3240241324.0,0.0,-0.1,-3.78,-5.93
198,002487,大金重工,26.99,4.61,1.19,223004.0,592145659.64,6.28,27.22,25.6,25.6,25.8,1.09,3.53,36.32,2.37,17212854930.0,17028537979.0,0.04,0.11,36.52,31.72
199,603626,科森科技,7.98,4.59,0.35,774250.0,632114299.0,9.04,8.39,7.7,7.88,7.63,1.63,13.95,-14.19,1.77,4427939926.0,4427939926.0,0.0,0.0,4.31,2.31
200,834639,晨光电缆,9.58,4.59,0.42,201048.0,188639489.39,7.42,9.66,8.98,9.08,9.16,1.18,17.15,59.03,2.32,1931328000.0,1122928159.0,0.0,0.0,56.28,61.55
201,832225,利通科技,16.69,4.57,0.73,67639.0,112621591.92,8.33,17.06,15.73,15.9,15.96,1.91,8.17,19.76,3.14,2118276341.0,1381634150.0,0.12,-0.54,52.56,63.63
202,600060,海信视像,24.1,4.56,1.05,153281.0,363817785.0,4.95,24.14,23.0,23.04,23.05,0.82,1.18,14.0,1.61,31449831321.0,31211774751.0,0.0,0.42,18.43,20.86
203,603207,小方制药,28.0,4.56,1.22,87237.0,243487842.0,11.69,29.46,26.33,27.12,26.78,2.44,21.81,20.86,3.75,4495679076.0,1120000000.0,0.0,-0.11,3.02,-0.32
204,603333,尚纬股份,5.98,4.55,0.26,310519.0,181511285.0,5.59,6.0,5.68,5.68,5.72,1.27,5.0,146.73,1.76,3716734964.0,3716734964.0,-0.17,0.67,36.22,7.36
205,832110,雷特科技,38.94,4.54,1.69,19668.0,76595193.8,5.32,39.88,37.9,37.9,37.25,1.89,12.11,33.91,4.18,1518660000.0,632346660.0,-0.28,-0.31,22.11,19.08
206,603023,*ST威帝,3.23,4.53,0.14,107440.0,34469887.0,5.83,3.24,3.06,3.08,3.09,3.28,1.93,381.04,2.32,1802719225.0,1802719225.0,0.62,0.94,20.52,17.88
207,600707,彩虹股份,6.75,4.49,0.29,319518.0,212343150.0,6.5,6.84,6.42,6.45,6.46,1.51,0.89,19.54,1.13,24221630691.0,24216770691.0,-0.15,-0.15,-18.18,-17.88
208,688418,震有科技,32.01,4.47,1.37,87837.0,271204327.0,7.67,32.05,29.7,30.42,30.64,0.75,4.54,228.6,6.84,6197456100.0,6197456100.0,0.0,0.47,4.64,9.77
209,301316,慧博云通,26.75,4.45,1.14,246034.0,654489369.87,5.7,27.08,25.62,25.65,25.61,1.19,10.13,212.29,9.94,10807000000.0,6495608955.0,0.04,0.0,21.54,4.61
210,001283,豪鹏科技,50.7,4.43,2.15,31326.0,156948679.25,7.87,51.95,48.13,48.49,48.55,0.88,5.41,45.64,1.71,4157204146.0,2933285055.0,-0.18,-0.29,-12.69,-12.42
211,300433,蓝思科技,19.87,4.41,0.84,833907.0,1631109103.29,5.2,19.97,18.98,18.98,19.03,0.77,1.68,57.71,2.02,99007683038.0,98668386276.0,0.05,0.1,-16.48,-9.27
212,838171,邦德股份,17.28,4.41,0.73,24604.0,41884763.72,7.25,17.47,16.27,16.57,16.55,1.2,4.68,23.17,3.68,2055110400.0,909319634.0,0.17,0.06,14.51,21.69
213,301292,海科新源,14.2,4.34,0.59,72023.0,99259322.24,9.99,14.56,13.2,13.55,13.61,2.68,8.46,-11.11,1.09,3163700048.0,1208703375.0,0.0,0.21,11.2,8.56
214,600326,西藏天路,6.8,4.29,0.28,744314.0,505993780.0,8.13,6.99,6.46,6.5,6.52,2.18,5.63,-86.29,2.35,8998734080.0,8992947980.0,0.15,0.0,14.29,5.26
215,688660,电气风电,7.05,4.29,0.29,159061.0,109783617.0,6.66,7.11,6.66,6.73,6.76,1.13,1.19,-11.98,1.84,9400000470.0,9400000470.0,0.0,0.0,-21.58,-21.67
216,002039,黔源电力,16.05,4.29,0.66,197375.0,314922806.7,5.33,16.47,15.65,15.69,15.39,2.0,4.62,31.45,1.76,6862307922.0,6862307922.0,0.0,0.0,11.15,5.18
217,601089,福元医药,15.7,4.25,0.64,80696.0,125763605.0,7.5,16.12,14.99,15.02,15.06,2.73,3.93,15.42,2.13,7536000000.0,3223938684.0,0.06,0.0,5.3,-1.88
218,688621,阳光诺和,45.24,4.22,1.83,40176.0,181287232.0,5.69,45.88,43.41,43.41,43.41,1.15,3.59,28.56,4.6,5066880000.0,5066880000.0,-0.02,0.02,22.11,20.0
219,835237,力佳科技,32.46,4.21,1.31,23451.0,75225770.3,6.07,32.7,30.81,31.13,31.15,1.0,3.6,21.93,4.29,2157161760.0,2112220890.0,0.03,0.25,41.5,45.04
220,002284,亚太股份,10.2,4.19,0.41,272360.0,274844038.57,4.9,10.24,9.76,9.78,9.79,0.95,3.72,35.4,2.59,7538823550.0,7458384565.0,-0.1,0.0,33.33,31.78
221,301158,德石股份,15.5,4.17,0.62,115141.0,175941843.0,5.85,15.74,14.87,15.03,14.88,1.52,7.86,23.5,1.77,2330742905.0,2271066681.0,0.06,0.26,11.35,10.48
222,300191,潜能恒信,15.75,4.17,0.63,129628.0,203958288.8,6.48,16.28,15.3,15.54,15.12,2.08,5.86,-95.43,4.67,5040000000.0,3483821250.0,-0.06,0.19,19.86,23.05
223,835174,五新隧装,32.3,4.13,1.28,38750.0,123749941.12,6.32,32.66,30.7,31.17,31.02,1.47,4.47,20.49,3.8,2907281591.0,2802081977.0,0.0,-0.15,10.84,11.8
224,603922,金鸿顺,22.19,4.13,0.88,43894.0,95657330.0,7.27,22.45,20.9,21.35,21.31,1.45,2.45,-191.56,3.92,3976448000.0,3976448000.0,-0.14,-0.14,-8.12,-11.03
225,600266,城建发展,5.05,4.12,0.2,970355.0,481424690.0,7.22,5.1,4.75,4.77,4.85,2.62,4.67,-11.02,0.55,10482504710.0,10482504710.0,-0.39,0.0,2.64,-0.98
226,600721,百花医药,6.83,4.12,0.27,764803.0,531772205.0,7.01,7.22,6.76,6.78,6.56,2.39,19.91,63.25,3.46,2623705808.0,2623705808.0,0.0,0.29,7.73,3.64
227,301040,中环海陆,18.46,4.12,0.73,68027.0,122891364.22,6.2,18.55,17.45,17.89,17.73,1.08,7.22,-20.59,2.09,1846016743.0,1739527926.0,0.05,-0.11,48.15,48.99
228,300205,ST天喻,4.04,4.12,0.16,69338.0,27858956.12,5.93,4.11,3.88,3.88,3.88,0.93,1.63,-11.53,1.28,1737426240.0,1721004521.0,-0.25,-0.74,-1.94,-7.34
229,000632,三木集团,3.54,4.12,0.14,586549.0,212243814.52,11.76,3.74,3.34,3.38,3.4,3.05,12.6,-13.56,1.13,1647939278.0,1647804885.0,0.28,0.28,-1.39,-3.54
230,600644,乐山电力,10.69,4.09,0.42,1272589.0,1298000452.0,18.31,11.17,9.29,9.75,10.27,2.42,23.64,273.89,3.03,6182249544.0,5755503045.0,-0.09,-0.83,78.46,74.67
231,002501,利源股份,2.04,4.08,0.08,1042411.0,207805577.8,6.12,2.05,1.93,1.95,1.96,1.05,2.94,-46.58,7.6,7242000000.0,7241997972.0,0.0,0.49,27.5,27.5
232,300615,欣天科技,11.49,4.08,0.45,81409.0,92036259.52,7.43,11.69,10.87,11.04,11.04,1.94,6.17,-94.36,4.21,2222961108.0,1514956178.0,0.09,-0.17,-10.37,0.0
233,688313,仕佳光子,15.6,4.07,0.61,151863.0,235571106.0,4.94,15.74,15.0,15.0,14.99,1.42,3.31,19.2,5.54,7157316317.0,7157316317.0,0.0,0.0,-9.04,-4.82
234,836871,派特尔,17.69,4.06,0.69,16604.0,28913289.43,4.12,17.71,17.01,17.12,17.0,0.97,4.13,46.7,5.24,1366722607.0,710619099.0,0.11,0.17,47.42,59.23
235,688225,亚信安全,23.06,4.06,0.9,50265.0,115203006.0,5.82,23.34,22.05,22.26,22.16,1.1,2.4,980.68,4.28,9224230600.0,4822025015.0,0.13,-0.04,34.23,26.63
236,002178,延华智能,5.92,4.04,0.23,452957.0,271314444.9,10.54,6.26,5.66,5.67,5.69,3.32,6.36,-360.83,9.55,4215945766.0,4213756295.0,0.0,0.0,-4.05,-1.33
237,688501,青达环保,21.95,4.03,0.85,47535.0,104308540.0,5.59,22.39,21.21,21.41,21.1,1.0,3.86,28.69,2.82,2701408450.0,2701408450.0,-0.23,0.92,61.87,56.45
238,300533,冰川网络,22.38,4.0,0.86,98420.0,216308585.65,5.07,22.42,21.33,21.47,21.52,0.98,5.97,-21.06,4.1,5243708525.0,3686826660.0,0.0,-0.09,17.42,13.26
239,837592,华信永道,57.77,4.0,2.22,22768.0,129702322.01,7.42,58.8,54.68,55.46,55.55,1.34,5.96,220.37,9.21,3590405500.0,2205728848.0,-0.03,0.02,4.64,-6.85
240,601965,中国汽研,19.57,3.99,0.75,113353.0,221187074.0,3.77,19.74,19.03,19.03,18.82,1.82,1.14,21.48,2.78,19634300895.0,19446356094.0,0.0,0.05,16.49,11.7
241,301200,大族数控,38.06,3.99,1.46,14629.0,54468244.37,5.68,38.2,36.12,36.3,36.6,1.4,2.5,59.05,3.2,15985200000.0,2222820121.0,0.53,0.69,6.11,5.2
242,603533,掌阅科技,18.53,3.98,0.71,107764.0,195884220.0,5.22,18.6,17.67,17.67,17.82,1.54,2.46,164.99,3.15,8132758353.0,8132758353.0,0.11,-0.11,-9.39,-8.76
243,600984,建设机械,3.4,3.98,0.13,177213.0,59732137.0,5.2,3.42,3.25,3.25,3.27,1.81,1.41,-4.32,1.0,4273949345.0,4273949345.0,0.0,0.0,-2.86,6.58
244,300961,深水海纳,15.25,3.95,0.58,269160.0,415331846.09,8.93,15.97,14.66,14.98,14.67,1.6,17.82,-1064.17,2.69,2703520000.0,2303277772.0,-0.2,-1.04,57.87,51.74
245,300401,花园生物,14.36,3.91,0.54,367562.0,521123385.94,8.32,14.65,13.5,13.61,13.82,2.1,6.87,20.22,2.53,7804189696.0,7678051470.0,0.07,0.14,1.92,-2.05
246,002108,沧州明珠,3.46,3.9,0.13,361191.0,123425235.44,4.2,3.48,3.34,3.35,3.33,1.58,2.19,31.23,1.13,5762265482.0,5703338423.0,0.0,0.29,1.17,-3.62
247,300492,华图山鼎,89.35,3.9,3.35,7094.0,62617689.35,4.71,89.61,85.56,86.0,86.0,1.58,0.5,72.74,37.33,12552466095.0,12552466095.0,0.07,-0.28,36.93,23.07
248,000959,首钢股份,3.21,3.88,0.12,593811.0,189375494.25,2.27,3.22,3.15,3.16,3.09,2.06,0.91,19.03,0.5,24954479074.0,20888316307.0,0.31,0.0,9.56,5.25
249,002290,禾盛新材,24.39,3.88,0.91,66126.0,159504604.59,6.52,24.73,23.2,23.52,23.48,1.52,2.67,61.81,7.52,6051459729.0,6030423354.0,0.04,0.0,52.15,42.63
250,300711,广哈通信,21.4,3.88,0.8,93490.0,199600732.05,8.16,22.04,20.36,20.42,20.6,2.9,3.76,72.18,7.07,5332250968.0,5316333606.0,0.0,0.14,-11.61,-7.56
251,000063,中兴通讯,32.41,3.88,1.21,1272725.0,4076606810.82,5.06,32.59,31.01,31.09,31.2,1.98,3.16,18.4,2.2,155034365688.0,130527181941.0,0.0,0.12,-19.58,-18.53
252,002254,泰和新材,12.36,3.87,0.46,832825.0,1015297570.96,8.99,12.71,11.64,11.78,11.9,1.39,10.18,119.12,1.5,10666009878.0,10115927299.0,-0.08,-0.24,36.73,31.49
253,002721,ST金一,2.69,3.86,0.1,331380.0,88134223.0,5.41,2.71,2.57,2.58,2.59,1.6,1.25,8744.78,3.48,7153728474.0,7153728474.0,0.37,0.0,7.17,0.37
254,300057,万顺新材,4.57,3.86,0.17,387603.0,177071923.71,9.55,4.79,4.37,4.39,4.4,2.56,5.41,-21.14,0.78,4064778260.0,3276016940.0,-0.22,-0.22,-1.51,-5.19
255,002379,宏创控股,9.17,3.85,0.34,290488.0,265902505.01,5.66,9.33,8.83,8.85,8.83,1.09,2.56,-151.06,5.32,10420547315.0,10420547315.0,0.0,0.11,-2.86,2.23
256,600198,大唐电信,8.14,3.83,0.3,318581.0,258204134.0,7.14,8.34,7.78,7.83,7.84,1.78,2.45,-87.89,48.25,10611332824.0,10597871405.0,0.0,0.12,-2.98,-5.68
257,300198,纳川股份,2.71,3.83,0.1,851828.0,222790171.12,10.34,2.75,2.48,2.59,2.61,0.93,8.31,-26.67,4.13,2795496543.0,2776303974.0,-0.37,0.0,32.84,29.05
258,688552,航天南湖,20.76,3.8,0.76,22506.0,46217134.0,4.4,20.85,19.97,20.0,20.0,1.24,2.68,-89.49,2.74,7001268480.0,1743701988.0,0.14,-0.14,26.66,24.31
259,600751,海航科技,3.03,3.77,0.11,993873.0,297716481.0,6.85,3.08,2.88,2.9,2.92,1.13,3.86,59.0,1.18,8784993482.0,7796762828.0,0.33,0.33,20.24,15.21
260,002244,滨江集团,10.47,3.77,0.38,571564.0,591368927.25,5.45,10.58,10.03,10.08,10.09,1.6,2.13,14.96,1.23,32576817528.0,28084243658.0,0.1,0.1,21.46,21.6
261,000517,荣安地产,1.93,3.76,0.07,438546.0,83342897.0,4.3,1.94,1.86,1.86,1.86,1.97,1.76,14.49,0.78,6144970396.0,4809533783.0,0.0,0.0,-9.81,-13.45
262,301517,陕西华达,47.79,3.71,1.71,36778.0,173943919.84,7.81,48.98,45.38,46.09,46.08,1.71,8.66,113.49,3.84,5162595993.0,2029961493.0,-0.02,-0.21,1.21,-11.52
263,600868,梅雁吉祥,3.1,3.68,0.11,1631266.0,508042991.0,11.04,3.27,2.94,2.98,2.99,2.27,8.59,379.59,2.6,5884260905.0,5884260905.0,0.32,0.0,22.53,25.0
264,301219,腾远钴业,47.35,3.66,1.67,74680.0,349766981.52,5.17,47.68,45.32,45.7,45.68,1.65,4.34,16.95,1.62,13954858568.0,8140853586.0,0.04,0.34,5.11,4.73
265,832491,奥迪威,29.02,3.64,1.02,79980.0,228964234.57,5.79,29.26,27.64,28.19,28.0,1.32,7.01,46.73,4.07,4096125059.0,3311529573.0,-0.03,-0.21,15.39,34.98
266,688387,信科移动-U,5.41,3.64,0.19,221989.0,118366117.0,5.17,5.44,5.17,5.21,5.22,1.83,1.61,-67.14,2.95,18495437500.0,7459037500.0,0.0,0.0,-4.25,-9.23
267,688253,英诺特,32.01,3.63,1.12,25388.0,79980365.0,6.02,32.47,30.61,31.26,30.89,1.5,3.69,17.78,2.19,4368026854.0,2202629867.0,-0.03,-0.12,-4.42,-11.72
268,871857,泓禧科技,17.72,3.63,0.62,11078.0,19343462.34,4.56,17.72,16.94,17.11,17.1,0.68,1.5,59.58,3.38,1311406733.0,1311406733.0,0.0,0.62,11.45,25.14
269,002897,意华股份,36.8,3.63,1.29,86681.0,314980305.0,5.55,37.16,35.19,35.45,35.51,1.58,4.82,23.12,2.81,7141028813.0,6616766334.0,0.0,0.05,-12.55,-11.0
270,834407,驰诚股份,23.49,3.62,0.82,11009.0,25526052.74,5.69,23.6,22.31,22.53,22.67,0.88,4.27,59.5,5.87,1542823200.0,605270354.0,-0.25,0.04,2.76,34.15
271,000897,津滨发展,2.29,3.62,0.08,522379.0,118192987.24,4.07,2.3,2.21,2.21,2.21,1.98,3.23,7.48,1.21,3703553416.0,3703483342.0,0.0,-0.43,1.78,-3.38
272,873152,天宏锂电,16.92,3.61,0.59,41562.0,70131820.81,6.8,17.32,16.21,16.21,16.33,0.92,6.09,180.28,6.66,1736849252.0,1154472564.0,-0.18,0.12,2.24,13.18
273,000042,中洲控股,6.88,3.61,0.24,146773.0,99778679.0,3.92,6.9,6.64,6.67,6.64,1.29,2.21,-6.61,0.88,4574038236.0,4569222670.0,0.0,0.15,58.16,53.91
